Продукт,Калорийность,Углеводы,Белки,Жиры
"Курица бройлерная, только мясо",116 кКал,0 г,"20,04 г","3,33 г"
"Курица бройлерная, только мясо, запечённая",134 кКал,0 г,"23,3 г","3,87 г"
"Курица в собственном соку, консервы",183 кКал,"0,4 г","23,2 г","9,9 г"
"Курица жареная, по 2-16",272 кКал,"0,1 г","23,3 г","19,8 г"
"Курица жаренная во фритюре, по 2-20",251 кКал,"13,3 г","24,5 г","11,2 г"
"Курица отварная, по 2-4",244 кКал,0 г,"22,6 г",17 г
"Курица тушенная с овощами, по 2-14",125 кКал,"9,6 г","5,5 г","7,1 г"
"Курица-гриль в оригинальной приправке, бройлеры или цыплята, грудка, приправленные, приготовленные на гриле, только мясо",137 кКал,0 г,28 г,"2,79 г"
"Курица-гриль, бедро, мясо с кожей",226 кКал,"0,12 г","22,51 г","15,08 г"
"Курица-гриль, бедро, только мясо",193 кКал,0 г,"24,09 г","10,74 г"
"Курица-гриль, голень с кожей",206 кКал,"0,12 г","25,65 г","11,46 г"
"Курица-гриль, голень, только мясо",172 кКал,0 г,"27,71 г","6,76 г"
"Курица-гриль, грудка с кожей",175 кКал,"0,09 г","26,37 г","7,67 г"
"Курица-гриль, грудка, только мясо",144 кКал,0 г,"28,04 г","3,57 г"
"Курица-гриль, кожа",378 кКал,"0,7 г","15,19 г","35,15 г"
"Курица-гриль, крылышки с кожей",257 кКал,"0,6 г","23,42 г","18,04 г"
"Курица-гриль, крылышки, только мясо",186 кКал,"0,54 г","28,34 г","7,79 г"
"Курица-гриль, спинка с кожей",251 кКал,"0,4 г","20,29 г","18,86 г"
"Курица-гриль, спинка, только мясо",212 кКал,"0,31 г","21,85 г","13,87 г"
"Курица, белое мясо, запечённое",153 кКал,0 г,"27,13 г","4,07 г"
"Курица, белое мясо, тушеное",213 кКал,0 г,"33,04 г","7,98 г"
"Курица, запечённая",223 кКал,0 г,"23,97 г","13,39 г"
"Курица, кожа с окорочка, запечённая",462 кКал,0 г,"16,57 г","43,99 г"
"Курица, кожа с окорочка, сырая",440 кКал,"0,79 г","9,58 г","44,23 г"
"Курица, кожа с окорочка, тушеная",443 кКал,0 г,"14,61 г","42,76 г"
"Курица, консервированная, без бульона",185 кКал,"0,9 г","25,3 г","8,1 г"
"Курица, консервированная, только мясо, в бульоне",133 кКал,"0,23 г","22,41 г","4,69 г"
"Курица, консервированная, только мясо, в воде",129 кКал,0 г,"22,02 г","4,58 г"
"Курица, консервированная, только мясо, сухой продукт",162 кКал,0 г,"27,52 г","5,72 г"
"Курица, крылышки, замороженные, глазированные, с ароматизатором барбекью",211 кКал,"2,74 г","19,67 г","12,67 г"
"Курица, крылышки, замороженные, глазированные, с ароматизатором барбекью, разогретые в конвекционной печи",242 кКал,"2,86 г","22,24 г","14,87 г"
"Курица, крылышки, замороженные, глазированные, с ароматизатором барбекью, разогретые в микроволновой печи",248 кКал,"2,94 г","25,34 г","13,9 г"
"Курица, подготовленная к жарке, мясо, кожа, потроха и шейки, сырые",213 кКал,"0,09 г","17,09 г","15,46 г"
"Курица, подготовленная к жарке, потроха, сырые",127 кКал,"1,14 г","18,14 г","5,04 г"
"Курица, подготовленная к жарке, только мясо, сырое",111 кКал,0 г,"20,33 г","2,7 г"
"Курица, подготовленная к тушению, мясо и кожа, сырые",258 кКал,0 г,"17,55 г","20,33 г"
"Курица, подготовленная к тушению, мясо, кожа, потроха и шейки, сырые",251 кКал,"0,19 г","17,48 г","19,52 г"
"Курица, подготовленная к тушению, потроха, сырые",168 кКал,"2,13 г","17,89 г","9,21 г"
"Курица, подготовленная к тушению, только мясо, сырое",148 кКал,0 г,"21,26 г","6,32 г"
"Курица, потроха и шейки, запечённые",220 кКал,"0,05 г","23,96 г","13,07 г"
"Курица, потроха и шейки, тушеные",214 кКал,0 г,"24,88 г","11,91 г"
"Курица, потроха, вареные на медленном огне",165 кКал,"0,86 г","26,77 г","5,22 г"
"Курица, потроха, вареные на медленном огне",194 кКал,"0,11 г","25,73 г","9,3 г"
"Курица, приготовленная к жарке, белое мясо, только мясо, сырое",109 кКал,0 г,"22,2 г","1,63 г"
"Курица, приготовленная к жарке, темное мясо, только мясо, сырое",113 кКал,0 г,"18,74 г","3,61 г"
"Курица, приготовленная к тушению, белое мясо, только мясо, сырое",137 кКал,0 г,"23,1 г","4,21 г"
"Курица, приготовленная к тушению, темное мясо, только мясо, сырое",157 кКал,0 г,"19,7 г","8,12 г"
"Курица, темное мясо, запечённое",178 кКал,0 г,"23,25 г","8,75 г"
"Курица, темное мясо, тушеное",258 кКал,0 г,"28,14 г","15,28 г"
"Курица, только мясо, запечённое",167 кКал,0 г,"25,01 г","6,63 г"
"Курица, только мясо, консервированное в бульоне",165 кКал,0 г,"21,77 г","7,95 г"
"Курица, только мясо, тушеное",237 кКал,0 г,"30,42 г","11,89 г"
"Курица, тушеная",285 кКал,0 г,"26,88 г","18,87 г"
"Курица, цыплята-бройлеры",215 кКал,0 г,"18,6 г","15,06 г"
"Курица, цыплята-бройлеры  2 кат.",180 кКал,0 г,"19,7 г","11,2 г"
"Курица, цыплята-бройлеры 1 кат.",220 кКал,0 г,"18,7 г","16,1 г"
"Курица, цыплята-бройлеры, бедро",221 кКал,"0,25 г","16,52 г","16,61 г"
"Курица, цыплята-бройлеры, бедро, запечённое",232 кКал,0 г,"23,26 г","14,71 г"
"Курица, цыплята-бройлеры, бедро, мясо с кожей тушеное",229 кКал,0 г,"22,57 г","15,43 г"
"Курица, цыплята-бройлеры, бедро, обжаренные в кляре",277 кКал,"8,78 г","21,61 г","16,53 г"
"Курица, цыплята-бройлеры, бедро, обжаренные в панировке",262 кКал,"3,08 г","26,75 г","14,98 г"
"Курица, цыплята-бройлеры, бедро, приготовленное на гриле, оригинальной приправке",233 кКал,"0,02 г","22,93 г","15,7 г"
"Курица, цыплята-бройлеры, бедро, тёмное мясо, тушеное",176 кКал,0 г,"24,55 г","8,63 г"
"Курица, цыплята-бройлеры, бедро, только мясо",121 кКал,0 г,"19,66 г","4,12 г"
"Курица, цыплята-бройлеры, бедро, только мясо, запечённое",179 кКал,0 г,"24,76 г","8,15 г"
"Курица, цыплята-бройлеры, бедро, только мясо, обжаренное",218 кКал,"1,18 г","28,18 г","10,3 г"
"Курица, цыплята-бройлеры, бедро, только мясо, приготовленное на гриле",196 кКал,0 г,"24,06 г","11,09 г"
"Курица, цыплята-бройлеры, бедро, только мясо, тушеное",195 кКал,0 г,25 г,"9,79 г"
"Курица, цыплята-бройлеры, бедро, тушеное",232 кКал,0 г,"23,26 г","14,74 г"
"Курица, цыплята-бройлеры, белое мясо",114 кКал,0 г,"23,2 г","1,65 г"
"Курица, цыплята-бройлеры, белое мясо с кожей",186 кКал,0 г,"20,27 г","11,07 г"
"Курица, цыплята-бройлеры, белое мясо с кожей, запечённая",222 кКал,0 г,"29,02 г","10,85 г"
"Курица, цыплята-бройлеры, белое мясо с кожей, обжаренные в панировке",246 кКал,"1,72 г","30,45 г","12,09 г"
"Курица, цыплята-бройлеры, белое мясо с кожей, приготовленные, обжаренные в кляре",277 кКал,"9,5 г","23,55 г","15,44 г"
"Курица, цыплята-бройлеры, белое мясо с кожей, тушеные",201 кКал,0 г,"26,14 г","9,97 г"
"Курица, цыплята-бройлеры, белое мясо, запечённое",173 кКал,0 г,"30,91 г","4,51 г"
"Курица, цыплята-бройлеры, белое мясо, обжаренное",192 кКал,"0,42 г","32,82 г","5,54 г"
"Курица, цыплята-бройлеры, белое мясо, тушеное",159 кКал,0 г,"28,88 г","3,99 г"
"Курица, цыплята-бройлеры, голень",161 кКал,"0,11 г","18,08 г","9,2 г"
"Курица, цыплята-бройлеры, голень, запечённая",191 кКал,0 г,"23,35 г","10,15 г"
"Курица, цыплята-бройлеры, голень, обжаренная в кляре",268 кКал,"7,98 г","21,95 г","15,75 г"
"Курица, цыплята-бройлеры, голень, обжаренная в панировке",245 кКал,"1,53 г","26,96 г","13,72 г"
"Курица, цыплята-бройлеры, голень, приготовленная на гриле",215 кКал,"0,02 г","26,86 г","11,98 г"
"Курица, цыплята-бройлеры, голень, тёмное мясо с кожей, тушеное после предварительной обжаркиое",187 кКал,0 г,"22,72 г","10,73 г"
"Курица, цыплята-бройлеры, голень, темное мясо, тушеное после предварительной обжаркиое",149 кКал,0 г,"23,93 г","5,95 г"
"Курица, цыплята-бройлеры, голень, только мясо",116 кКал,0 г,"19,41 г","3,71 г"
"Курица, цыплята-бройлеры, голень, только мясо, запечённая",155 кКал,0 г,"24,24 г","5,7 г"
"Курица, цыплята-бройлеры, голень, только мясо, обжаренное",195 кКал,0 г,"28,62 г","8,08 г"
"Курица, цыплята-бройлеры, голень, только мясо, приготовленное на гриле",176 кКал,0 г,"28,74 г","6,81 г"
"Курица, цыплята-бройлеры, голень, только мясо, тушеное",169 кКал,0 г,"27,5 г","5,71 г"
"Курица, цыплята-бройлеры, голень, тушеная",204 кКал,0 г,"25,32 г","10,64 г"
"Курица, цыплята-бройлеры, грудка с кожей",172 кКал,0 г,"20,85 г","9,25 г"
"Курица, цыплята-бройлеры, грудка с кожей, запечённая",197 кКал,0 г,"29,8 г","7,78 г"
"Курица, цыплята-бройлеры, грудка с кожей, обжаренные в кляре",260 кКал,"8,69 г","24,84 г","13,2 г"
"Курица, цыплята-бройлеры, грудка с кожей, обжаренные в панировке",222 кКал,"1,54 г","31,84 г","8,87 г"
"Курица, цыплята-бройлеры, грудка с кожей, приготовленная на гриле",184 кКал,"0,02 г","27,48 г","8,18 г"
"Курица, цыплята-бройлеры, грудка с кожей, тушеные",184 кКал,0 г,"27,39 г","7,42 г"
"Курица, цыплята-бройлеры, грудка, только мясо",120 кКал,0 г,"22,5 г","2,62 г"
"Курица, цыплята-бройлеры, грудка, только мясо, жарено-тушеная",157 кКал,0 г,"32,06 г","3,24 г"
"Курица, цыплята-бройлеры, грудка, только мясо, запечённая",165 кКал,0 г,"31,02 г","3,57 г"
"Курица, цыплята-бройлеры, грудка, только мясо, обжаренное",187 кКал,"0,51 г","33,44 г","4,71 г"
"Курица, цыплята-бройлеры, грудка, только мясо, приготовленная на гриле",151 кКал,0 г,"30,54 г","3,17 г"
"Курица, цыплята-бройлеры, грудка, только мясо, тушеное",151 кКал,0 г,"28,98 г","3,03 г"
"Курица, цыплята-бройлеры, запечённые",239 кКал,0 г,"27,3 г","13,6 г"
"Курица, цыплята-бройлеры, крылышки",191 кКал,0 г,"17,52 г","12,85 г"
"Курица, цыплята-бройлеры, крылышки, запечённые",254 кКал,0 г,"23,79 г","16,87 г"
"Курица, цыплята-бройлеры, крылышки, обжаренные в кляре",324 кКал,"10,64 г","19,87 г","21,81 г"
"Курица, цыплята-бройлеры, крылышки, обжаренные в панировке",321 кКал,"2,29 г","26,11 г","22,16 г"
"Курица, цыплята-бройлеры, крылышки, приготовленные на гриле",266 кКал,"0,04 г","24,34 г","18,77 г"
"Курица, цыплята-бройлеры, крылышки, только мясо",126 кКал,0 г,"21,97 г","3,54 г"
"Курица, цыплята-бройлеры, крылышки, только мясо, запечённые",203 кКал,0 г,"30,46 г","8,13 г"
"Курица, цыплята-бройлеры, крылышки, только мясо, обжаренное",211 кКал,0 г,"30,15 г","9,15 г"
"Курица, цыплята-бройлеры, крылышки, только мясо, приготовленные на гриле",197 кКал,0 г,"27,69 г","9,53 г"
"Курица, цыплята-бройлеры, крылышки, только мясо, тушеное",181 кКал,0 г,"27,18 г","7,18 г"
"Курица, цыплята-бройлеры, крылышки, тушеные",249 кКал,0 г,"22,78 г","16,82 г"
"Курица, цыплята-бройлеры, обжаренные в кляре",289 кКал,"9,12 г","22,54 г","17,35 г"
"Курица, цыплята-бройлеры, обжаренные в панировке",269 кКал,"3,05 г","28,56 г","14,92 г"
"Курица, цыплята-бройлеры, окорочка",214 кКал,"0,17 г","16,37 г","15,95 г"
"Курица, цыплята-бройлеры, окорочка, запечённые",184 кКал,0 г,"24,03 г","8,99 г"
"Курица, цыплята-бройлеры, окорочка, обжаренные в кляре",273 кКал,"8,42 г","21,77 г","16,17 г"
"Курица, цыплята-бройлеры, окорочка, обжаренные в панировке",254 кКал,"2,4 г","26,84 г","14,43 г"
"Курица, цыплята-бройлеры, окорочка, только мясо",120 кКал,0 г,"19,16 г","4,22 г"
"Курица, цыплята-бройлеры, окорочка, только мясо, запечённые",174 кКал,0 г,"24,22 г","7,8 г"
"Курица, цыплята-бройлеры, окорочка, только мясо, обжаренное",208 кКал,"0,65 г","28,38 г","9,32 г"
"Курица, цыплята-бройлеры, окорочка, только мясо, тушеное",185 кКал,0 г,"26,26 г","8,06 г"
"Курица, цыплята-бройлеры, окорочка, тушеные",220 кКал,0 г,"24,17 г","12,92 г"
"Курица, цыплята-бройлеры, отделенный жир",629 кКал,0 г,"3,73 г","67,95 г"
"Курица, цыплята-бройлеры, потроха",124 кКал,"1,8 г","17,88 г","4,47 г"
"Курица, цыплята-бройлеры, потроха и шейки",213 кКал,"0,13 г","18,33 г","14,83 г"
"Курица, цыплята-бройлеры, потроха и шейки, запечённые",234 кКал,"0,06 г","26,78 г","13,27 г"
"Курица, цыплята-бройлеры, потроха и шейки, обжаренные в кляре",291 кКал,"9,03 г","22,84 г","17,53 г"
"Курица, цыплята-бройлеры, потроха и шейки, тушеные",216 кКал,"0,06 г","24,49 г","12,37 г"
"Курица, цыплята-бройлеры, потроха и шейки,, обжаренные в панировке",272 кКал,"3,27 г","28,57 г","15,27 г"
"Курица, цыплята-бройлеры, потроха, вареные на медленном огне",157 кКал,0 г,"27,15 г","4,5 г"
"Курица, цыплята-бройлеры, потроха, обжаренные",277 кКал,"4,35 г","32,54 г","13,46 г"
"Курица, цыплята-бройлеры, спинки",319 кКал,0 г,"14,05 г","28,74 г"
"Курица, цыплята-бройлеры, спинки, запечённые",300 кКал,0 г,"25,95 г","20,97 г"
"Курица, цыплята-бройлеры, спинки, обжаренные в кляре",331 кКал,"10,25 г","21,97 г","21,91 г"
"Курица, цыплята-бройлеры, спинки, обжаренные в панировке",331 кКал,"6,5 г","27,79 г","20,74 г"
"Курица, цыплята-бройлеры, спинки, приготовленные на гриле",260 кКал,"0,03 г","23,23 г","18,59 г"
"Курица, цыплята-бройлеры, спинки, только мясо, запечённые",239 кКал,0 г,"28,19 г","13,16 г"
"Курица, цыплята-бройлеры, спинки, только мясо, обжаренное",288 кКал,"5,68 г","29,99 г","15,32 г"
"Курица, цыплята-бройлеры, спинки, только мясо, приготовленные на гриле",205 кКал,0 г,"25,34 г","11,54 г"
"Курица, цыплята-бройлеры, спинки, только мясо, сырое",137 кКал,0 г,"19,56 г","5,92 г"
"Курица, цыплята-бройлеры, спинки, только мясо, тушеное",209 кКал,0 г,"25,31 г","11,19 г"
"Курица, цыплята-бройлеры, спинки, тушеные",258 кКал,0 г,"22,18 г","18,14 г"
"Курица, цыплята-бройлеры, темное мясо",125 кКал,0 г,"20,08 г","4,31 г"
"Курица, цыплята-бройлеры, темное мясо с кожей",237 кКал,0 г,"16,69 г","18,34 г"
"Курица, цыплята-бройлеры, темное мясо с кожей, запечённое",253 кКал,0 г,"25,97 г","15,78 г"
"Курица, цыплята-бройлеры, темное мясо с кожей, обжаренные в кляре",298 кКал,"9,38 г","21,85 г","18,64 г"
"Курица, цыплята-бройлеры, темное мясо с кожей, обжаренные в панировке",285 кКал,"4,08 г","27,22 г","16,91 г"
"Курица, цыплята-бройлеры, темное мясо с кожей, тушеные",233 кКал,0 г,"23,5 г","14,66 г"
"Курица, цыплята-бройлеры, темное мясо, запечённое",205 кКал,0 г,"27,37 г","9,73 г"
"Курица, цыплята-бройлеры, темное мясо, обжаренное",239 кКал,"2,59 г","28,99 г","11,62 г"
"Курица, цыплята-бройлеры, темное мясо, тушеное",192 кКал,0 г,"25,97 г","8,98 г"
"Курица, цыплята-бройлеры, только кожа",349 кКал,0 г,"13,33 г","32,35 г"
"Курица, цыплята-бройлеры, только кожа, запечённая",454 кКал,0 г,"20,36 г","40,68 г"
"Курица, цыплята-бройлеры, только кожа, обжаренная в кляре",394 кКал,"23,15 г","10,32 г","28,83 г"
"Курица, цыплята-бройлеры, только кожа, обжаренная в панировке",502 кКал,"9,34 г","19,09 г","42,58 г"
"Курица, цыплята-бройлеры, только кожа, приготовленная на гриле",406 кКал,"0,11 г","17,66 г","37,24 г"
"Курица, цыплята-бройлеры, только кожа, тушеная",363 кКал,0 г,"15,22 г","33,04 г"
"Курица, цыплята-бройлеры, только мясо",119 кКал,0 г,"21,39 г","3,08 г"
"Курица, цыплята-бройлеры, только мясо, запечённое",190 кКал,0 г,"28,93 г","7,41 г"
