Продукт,Калорийность,Углеводы,Белки,Жиры
Крекеры солёные из цельной пшеницы (включая другие злаки),398 кКал,"61,55 г","7,14 г","10,71 г"
"Крекеры, из цельной пшеницы",427 кКал,"59,25 г","10,58 г","14,13 г"
"Крекеры, из цельной пшеницы, с низким содерж. соли",443 кКал,"58,1 г","8,8 г","17,2 г"
"Крекеры, из цельной пшеницы, с пониж. содерж. жира, 7.6%",416 кКал,"64,62 г","11,34 г","7,59 г"
"Крекеры, молочные",446 кКал,"68,33 г","7,6 г","13,77 г"
"Крекеры, пшеничные, обычные",455 кКал,"63,83 г","7,3 г","16,4 г"
"Крекеры, пшеничные, с низким содерж. соли",473 кКал,"60,4 г","8,6 г","20,6 г"
"Крекеры, пшеничные, с пониж. содерж. жира, 13.37%",444 кКал,"68,12 г","9,34 г","13,37 г"
"Крекеры, сырные, обычные",489 кКал,"57,12 г","10,93 г","22,74 г"
"Крекеры, сырные, с низким содерж. соды",503 кКал,"55,8 г","10,1 г","25,3 г"
"Крекеры, сырные, типа сэндвича, с начинкой из арахисового масла",496 кКал,"53,34 г","12,41 г","25,12 г"
"Крекеры, сырные, типа сэндвича, с сырной начинкой",490 кКал,"56,86 г","8,92 г","24,41 г"
"Круассаны, сливочные",406 кКал,"43,2 г","8,2 г",21 г
"Круассаны, сырные",414 кКал,"44,4 г","9,2 г","20,9 г"
"Круассаны, яблочные",254 кКал,"34,6 г","7,4 г","8,7 г"
"Кулебяка с рыбой и рисом, по 2-196",206 кКал,"31,8 г","10,5 г","4,1 г"
Лаваш армянский тонкий (пшеничная мука 1 сорта),277 кКал,"56,8 г","9,1 г","1,1 г"
"Лаваш белый, обогащенный",275 кКал,"53,5 г","9,1 г","1,2 г"
"Лаваш, из цельного зерна",262 кКал,"49,79 г","9,8 г","1,71 г"
"Маффины кукурузные, промышленного изготовления",305 кКал,"47,6 г","5,9 г","8,4 г"
"Маффины с черникой, промышленного изготовления, (включая мини-маффины)",375 кКал,"51,9 г","4,49 г","16,07 г"
"Маффины с черникой, промышленного изготовления, маложирные, 4.22% жира",255 кКал,"45,85 г","4,23 г","4,22 г"
"Маффины, кукурузные, для приготовления в тостере",346 кКал,"56,3 г","5,3 г","11,3 г"
"Маффины, кукурузные, сухая смесь, приготовленные",321 кКал,"46,7 г","7,4 г","10,2 г"
"Маффины, с овсяными отрубями",270 кКал,"43,7 г",7 г,"7,4 г"
"Маффины, с пшеничными отрубями, с изюмом, поджаренные в тостере",313 кКал,"47,3 г","5,5 г","9,4 г"
"Маффины, с пшеничными отрубями, сухая смесь",396 кКал,73 г,"7,1 г",12 г
"Маффины, с черникой, для приготовления в тостере",313 кКал,"51,5 г","4,6 г","9,5 г"
"Маффины, с черникой, для приготовления в тостере, поджаренные в тостере",333 кКал,"54,8 г","4,9 г","10,1 г"
"Маффины, с черникой, сухая смесь",293 кКал,"59,6 г","3,48 г","3,25 г"
"Морковный пирог, сухая смесь, пудинг",415 кКал,"79,2 г","5,1 г","9,8 г"
Овсяный хлеб низкокалорийный,210 кКал,"43,3 г","7,6 г","3,5 г"
Овсяный хлеб с отрубями,236 кКал,"35,3 г","10,4 г","4,4 г"
"Овсяный хлеб с отрубями, низкокалорийный",201 кКал,"29,3 г",8 г,"3,2 г"
"Овсяный хлеб с отрубями, низкокалорийный, тосты",239 кКал,"34,9 г","9,5 г","3,8 г"
"Овсяный хлеб с отрубями, тосты",259 кКал,"38,8 г","11,4 г","4,8 г"
"Овсяный хлеб, тосты",292 кКал,"48,4 г","9,2 г","4,8 г"
Оладьи из тыквы по 1-238,158 кКал,"19,8 г",4 г,7 г
"Оладьи, по 2-176",213 кКал,"31,6 г","6,5 г","6,6 г"
"Пампушки, с чесноком, по 1-124",299 кКал,"58,8 г","8,6 г","3,3 г"
Панировочные сухари,395 кКал,"67,48 г","13,35 г","5,3 г"
Панировочные сухари с приправами,383 кКал,"63,59 г","14,13 г","5,48 г"
"Паратха, индийская лепёшка из цельнозерновой пшеничной муки",326 кКал,"35,75 г","6,36 г","13,2 г"
"Печенья, дамские пальчики, без лимонного сока и кожуры",363 кКал,"58,7 г","10,6 г","9,1 г"
"Печенья, дамские пальчики, с лимонным соком и кожурой",365 кКал,"58,7 г","10,6 г","9,1 г"
"Печенья, крекеры, в шоколадной глазури",500 кКал,"64,58 г",4 г,"25,8 г"
"Печенья, крекеры, обычные или медовые, (включаяя с корицей)",430 кКал,"74,26 г","6,69 г","10,6 г"
"Печенья, с шоколадной крошкой, сухая смесь",497 кКал,"66,1 г","4,6 г","25,2 г"
"Печенья, шоколадные вафли",433 кКал,"69,3 г","6,6 г","14,2 г"
"Пирог белый, приготовленный по рецепту с кокосовой глазурью",356 кКал,"62,2 г","4,4 г","10,3 г"
"Пирог вишневый, промышленного изготовления",260 кКал,39 г,2 г,11 г
"Пирог на завтрак, с пониженным содержанием жира",372 кКал,"75,3 г","3,99 г","5,99 г"
"Пирог с заварным кремом из кокоса, промышленного изготовления",260 кКал,"28,4 г","5,9 г","13,2 г"
"Пирог с кокосовым кремом, промышленного изготовления",298 кКал,36 г,"2,1 г","16,6 г"
"Пирог с черникой, промышленного изготовления",232 кКал,"33,9 г","1,8 г",10 г
"Пирог с шоколадным кремом, промышленного изготовления",304 кКал,"33,6 г","2,6 г","19,4 г"
"Пирог с яичным заварным кремом, промышленного изготовления",210 кКал,"19,2 г","5,5 г","11,6 г"
"Пирог тыквенный, промышленного изготовления",243 кКал,"33,03 г","3,9 г","9,75 г"
"Пирог яблочный, промышленного изготовления, из обогащенной муки",237 кКал,"32,4 г","1,9 г",11 г
"Пирог, белый, приготовленный по рецепту, без глазури",357 кКал,"56,4 г","5,4 г","12,4 г"
"Пирог, белый, сухая смесь, диетический (с запахом лимона)",397 кКал,"79,6 г",3 г,"8,4 г"
"Пирог, белый, сухая смесь, пудинг, необогащенный",423 кКал,"80,3 г","3,9 г","9,5 г"
"Пирог, белый, сухая смесь, пудинг, обогащенный",423 кКал,"80,2 г","3,9 г","9,5 г"
"Пирог, вишневая сливочная помадка с шоколадной глазурью",264 кКал,"37,5 г","2,4 г","12,5 г"
"Пирог, вишневый, приготовленный по рецепту",270 кКал,"38,5 г","2,8 г","12,2 г"
"Пирог, воздушный, приготовленный по рецепту",297 кКал,"57,7 г","7,3 г","4,3 г"
"Пирог, воздушный, промышленного изготовления",290 кКал,"60,5 г","5,4 г","2,7 г"
"Пирог, желтый, приготовленный по рецепту, без глазури",361 кКал,"52,3 г","5,3 г","14,6 г"
"Пирог, желтый, промышленного изготовления, с ванильной глазурью",391 кКал,"55,9 г","2,99 г","17,91 г"
"Пирог, желтый, промышленного изготовления, с шоколадной глазурью",379 кКал,"53,86 г","3,16 г","17,75 г"
"Пирог, желтый, сухая смесь, легкий",404 кКал,"82,8 г","4,7 г","5,5 г"
"Пирог, желтый, сухая смесь, пудинг",423 кКал,"79,3 г",4 г,"9,8 г"
"Пирог, желтый, сухая смесь, стандартный, необогащенный",432 кКал,77 г,"4,4 г","11,6 г"
"Пирог, желтый, сухая смесь, стандартный, обогащенный",374 кКал,"80,72 г","3,7 г","3,5 г"
"Пирог, из песочного теста, бисквит, приготовленный по рецепту",346 кКал,"48,5 г","6,1 г","14,2 г"
"Пирог, имбирный, приготовленный по рецепту",356 кКал,"49,2 г","3,9 г","16,4 г"
"Пирог, имбирный, сухая смесь",437 кКал,"72,9 г","4,4 г","13,8 г"
"Пирог, мини, с кремом и шоколадной глазурью",399 кКал,"57,11 г","3,63 г","15,93 г"
"Пирог, мини, с кремом, воздушный",374 кКал,"63,03 г","3,47 г","11,54 г"
"Пирог, перевернутый ананас, приготовленный по рецепту",319 кКал,"49,7 г","3,5 г","12,1 г"
"Пирог, персиковый",224 кКал,"32,1 г","1,9 г",10 г
"Пирог, с ванильным кремом, приготовленный по рецепту",278 кКал,32 г,"4,8 г","14,4 г"
"Пирог, с черникой, приготовленный по рецепту",245 кКал,"33,5 г","2,7 г","11,9 г"
"Пирог, тыквенный, приготовленный по рецепту",204 кКал,"26,4 г","4,5 г","9,3 г"
"Пирог, фруктовый, промышленного изготовления",324 кКал,"57,9 г","2,9 г","9,1 г"
"Пирог, фунтовый (мука, масло и сахар в равных пропорциях), промышленного изготовления, без жира",283 кКал,"59,9 г","5,4 г","1,2 г"
"Пирог, фунтовый (мука, масло и сахар в равных пропорциях), промышленного изготовления, исключая все сливочные, необогащенный",389 кКал,"51,5 г","5,2 г","17,9 г"
"Пирог, фунтовый (мука, масло и сахар в равных пропорциях), промышленого изготовления, с маслом",353 кКал,"53,04 г",5 г,"13,96 г"
"Пирог, фунтовый, (мука, масло и сахар в равных пропорциях), промышленного изготовления, без масла, обогащенный",389 кКал,"51,5 г","5,2 г","17,9 г"
"Пирог, яблочный, приготовленный по рецепту",265 кКал,"37,1 г","2,4 г","12,5 г"
"Пирожки жареные с капустой, по 2-188",230 кКал,"28,8 г",5 г,"10,5 г"
Пирожки картофельные с морковью по 1-246,124 кКал,"18,9 г","2,4 г","4,2 г"
"Пирожки печеные простые, по 2-188",250 кКал,"33,2 г","12,7 г","7,3 г"
Пластинки из цельно-молотой пшеницы,342 кКал,"67,3 г","12,7 г","2,4 г"
"Пончики, на дрожжах, глазированные, необогащенные (включая медовые булочки)",403 кКал,"43,1 г","6,4 г","22,8 г"
"Пончики, на дрожжах, глазированные, обогащенные (включая медовые булочки)",421 кКал,"45,83 г","6,14 г","22,7 г"
"Пончики, на дрожжах, с желейной начинкой",340 кКал,"38,1 г","5,9 г","18,7 г"
"Пончики, на дрожжах, с кремовой начинкой",361 кКал,"29,2 г","6,4 г","24,5 г"
Пшеничный хлеб,274 кКал,"43,54 г","10,67 г","4,53 г"
Пшеничный хлеб из пророщенных зерен,188 кКал,"28,58 г","13,16 г",0 г
"Пшеничный хлеб из пророщенных зерен, тосты",205 кКал,"31,12 г","14,3 г",0 г
Пшеничный хлеб низкокалорийный,217 кКал,"31,37 г","13,32 г","2,92 г"
Пшеничный хлеб с отрубями,248 кКал,"43,8 г","8,8 г","3,4 г"
"Пшеничный хлеб, тосты",313 кКал,"51,07 г","12,96 г","4,27 г"
"Разрыхлитель пищевой, винный камень (смесь тартрата калия E336i с битартратом калия E336ii)",258 кКал,"61,3 г",0 г,0 г
"Разрыхлитель пищевой, дрожжи, пекарные, активные, сухие",325 кКал,"14,32 г","40,44 г","7,61 г"
"Разрыхлитель пищевой, дрожжи, пекарные, прессованные",105 кКал,10 г,"8,4 г","1,9 г"
"Разрыхлитель пищевой, пекарный порошок (заменяющий дрожжи), двойного действия, straight phosphate",51 кКал,"23,9 г","0,1 г",0 г
"Разрыхлитель пищевой, пекарный порошок (заменяющий дрожжи), двойного действия, натрий, сульфат алюминия (Е-520)",53 кКал,"27,5 г",0 г,0 г
"Разрыхлитель пищевой, пекарный порошок (заменяющий дрожжи), с низким содерж. натрия",97 кКал,"44,7 г","0,1 г","0,4 г"
Ржаной хлеб,259 кКал,"42,5 г","8,5 г","3,3 г"
"Ржаной хлеб, низкокалорийный",203 кКал,"28,5 г","9,1 г","2,9 г"
"Ржаной хлеб, тосты",284 кКал,"46,7 г","9,4 г","3,6 г"
Рисовый хлеб с отрубями,243 кКал,"38,6 г","8,9 г","4,6 г"
"Рисовый хлеб с отрубями, тосты",264 кКал,42 г,"9,7 г",5 г
Рогалики с изюмом и корицей,274 кКал,"52,9 г","9,8 г","1,7 г"
Рогалики с изюмом и корицей жареные,294 кКал,"56,8 г","10,6 г","1,8 г"
Рогалики с овсяными отрубями,255 кКал,"49,7 г","10,7 г","1,2 г"
"Рогалики, простые, жареные, обогащенные, с пропионатом кальция (включает лук, мак, сезам), ",287 кКал,"55,59 г","11,14 г","1,43 г"
"Рогалики, простые, обогащенные пропионатом кальция (включает лук, мак, сезам)",257 кКал,"50,5 г","10,02 г","1,62 г"
Рожки к чаю,312 кКал,"56,8 г","8,4 г","5,6 г"
Рожки обсыпные сдобные ,314 кКал,"57,2 г","7,8 г","5,6 г"
Сдоба выборгская с маком,304 кКал,"55,5 г","7,5 г","5,2 г"
Сдоба выборгская с повидлом,293 кКал,"57,1 г","6,5 г","4,2 г"
Сдоба обыкновенная,301 кКал,"54,9 г","8,1 г","5,3 г"
"Сладкая выпечка с фруктами и орехами, которую едят на Рождество, на дрожжах",367 кКал,"54,08 г","9,42 г","11,58 г"
"Сладкие рулетики с корицей и изюмом, промышленного изготовления",372 кКал,"48,5 г","6,2 г","16,4 г"
Слойка,558 кКал,"44,2 г","7,4 г","38,5 г"
"Слойка, замороженная, готовая к выпеканию",551 кКал,"43,6 г","7,3 г","38,1 г"
"Сода пищевая, разрыхлитель для выпечки",0 кКал,0 г,0 г,0 г
Соломка сладкая,372 кКал,"69,3 г","9,1 г","6,1 г"
Сухари армейские из обойной муки,304 кКал,"60,1 г","12,3 г","2,3 г"
"Сухари армейские, пшеничные 1 сорта",330 кКал,"67,5 г","11,2 г","1,4 г"
"Сухари армейские, пшеничные 2 сорта",323 кКал,"63,5 г","12,3 г","1,9 г"
"Сухари армейские, ржано-пшеничные",311 кКал,"58,1 г",12 г,"2,1 г"
"Сухари армейские, ржаные",294 кКал,"56,4 г","11,3 г",2 г
Сухари ванильные из пшеничной муки высшего сорта,407 кКал,"66,8 г","8,6 г","11,4 г"
Сухари горчичные из пшеничной муки высшего сорта,386 кКал,"65,4 г",9 г,"9,5 г"
Сухари дорожные из пшеничной муки 1 сорта,341 кКал,"69,4 г","10,9 г","1,5 г"
Сухари лимонные из пшеничной муки высшего сорта,388 кКал,"67,5 г","9,5 г","8,5 г"
Сухари московские из пшеничной муки 1 сорта,360 кКал,68 г,"9,7 г",5 г
Сухари сливочные,399 кКал,"66,7 г","8,5 г","10,8 г"
Сухари украинские из пшеничной муки высшего сорта,385 кКал,"68,6 г",9 г,"7,9 г"
Сушки простые из муки 1 сорта,331 кКал,"68,8 г","10,9 г","1,3 г"
Сушки простые из муки в/с,339 кКал,"71,2 г","10,7 г","1,2 г"
"Сырный пирог, приготовленный из сухой смеси, не выпечной",274 кКал,"33,6 г","5,5 г","12,7 г"
"Сырный пирог, промышленого изготовления",321 кКал,"25,1 г","5,5 г","22,5 г"
"Теннис-хлеб, обыкновенный (Апачи)",258 кКал,"50,66 г",9 г,"1,05 г"
"Французские тосты, замороженные, готовые к выпечке",213 кКал,31 г,"7,4 г","6,1 г"
Хлеб белый,266 кКал,"46,72 г","8,85 г","3,33 г"
"Хлеб белый, приготовленный по рецепту, из маложирного (2%-ым) молока",285 кКал,"47,6 г","7,9 г","5,7 г"
"Хлеб белый, приготовленный по рецепту, сделанный из обезжиренного сухого молока",274 кКал,"51,6 г","7,7 г","2,6 г"
"Хлеб белый, тосты",290 кКал,"51,6 г",9 г,4 г
Хлеб из грубой непросеянной ржаной муки,250 кКал,41 г,"8,7 г","3,1 г"
"Хлеб из кукурузной муки, приготовленный из сухой смеси",330 кКал,"52,16 г","6,59 г","9,58 г"
"Хлеб из кукурузной муки, приготовленный по рецепту, из маложирного (2%-ым) молока",266 кКал,"43,5 г","6,7 г","7,1 г"
"Хлеб из кукурузы, сухая смесь, необогащенная (содержит смесь для кукурузных кексов)",418 кКал,63 г,7 г,"12,2 г"
Хлеб из овсяный хлеб,269 кКал,"44,5 г","8,4 г","4,4 г"
Хлеб из пшеничных зародышей,188 кКал,"28,58 г","13,16 г",0 г
Хлеб из смеси злаков (цельнозерновой),265 кКал,"35,94 г","13,36 г","4,23 г"
"Хлеб из смеси злаков, тосты (цельнозерновой)",288 кКал,"39,01 г","14,52 г","4,6 г"
Хлеб из цельного зерна,252 кКал,"36,71 г","12,45 г","3,5 г"
"Хлеб из цельного зерна, приготовленный по рецепту",278 кКал,"45,4 г","8,4 г","5,4 г"
"Хлеб из цельного зерна, тосты",306 кКал,"43,66 г","16,27 г","4,07 г"
Хлеб пшеничный зерновой (мука в/с и зерно дробленое),228 кКал,"45,1 г","8,6 г","1,4 г"
Хлеб пшеничный из муки 1 сорта,235 кКал,"48,3 г","7,9 г",1 г
Хлеб пшеничный из муки 2 сорта,228 кКал,"45,2 г","8,6 г","1,3 г"
Хлеб пшеничный из муки высшего сорта,235 кКал,"49,2 г","7,6 г","0,8 г"
Хлеб пшеничный из обойной муки,208 кКал,"40,1 г",8 г,"1,5 г"
Хлеб пшеничный паляница (мука 1 сорта),243 кКал,"49,9 г","8,3 г",1 г
Хлеб пшеничный соловецкий (мука 1 и 2 сорта),237 кКал,"47,9 г","8,3 г","1,2 г"
Хлеб ржано-пшеничный бородинский (мука ржаная обойная и пшеничная 2 сорта),201 кКал,"39,8 г","6,8 г","1,3 г"
Хлеб ржано-пшеничный рижский (мука ржаная сеяная и пшеничная 1 сорта),232 кКал,"49,4 г","5,6 г","1,1 г"
Хлеб ржано-пшеничный столовый (ржаная обдирная и пшеничная 2 сорта),201 кКал,"37,7 г","7,7 г","1,4 г"
Хлеб ржано-пшеничный украинский (мука ржаная обдирная и пшеничная обойная),198 кКал,"39,6 г","6,6 г","1,2 г"
Хлеб ржаной из обдирной муки,197 кКал,"39,9 г","6,1 г","1,2 г"
Хлеб ржаной из обойной муки,174 кКал,"33,4 г","6,6 г","1,2 г"
Хлеб ржаной из сеяной муки,210 кКал,"44,8 г","4,9 г",1 г
"Хлеб с бананом, на маргарине",326 кКал,"53,5 г","4,3 г","10,5 г"
"Хлеб с изюмом, обогащенный",274 кКал,48 г,"7,9 г","4,4 г"
"Хлеб с изюмом, тосты, обогащенный",297 кКал,"52,2 г","8,6 г","4,8 г"
Хлеб чиабатта,262 кКал,"47,8 г","7,7 г","3,8 г"
"Хлеб, белковый, тосты (с глютеном)",270 кКал,"44,8 г","13,2 г","2,4 г"
"Хлеб, белый, промышленого изготовления, с низким содержанием натрия, без соли",267 кКал,"47,3 г","8,2 г","3,6 г"
"Хлеб, белый, промышленого изготовления, тосты,с низким содержанием натрия, без соли",293 кКал,"54,4 г",9 г,4 г
"Хлеб, бостон коричневый, консервированный",195 кКал,"38,6 г","5,2 г","1,5 г"
"Хлеб, из цельного зерна, приготовленный по рецепту, тосты",305 кКал,"49,7 г","9,2 г","5,9 г"
"Хлеб, кукурузная мука, сухая смесь, обогащенный",418 кКал,63 г,7 г,"12,2 г"
"Хлеб, лаваш, белый, необогащенный",275 кКал,"53,5 г","9,1 г","1,2 г"
"Хлеб, молотая пшеница",260 кКал,44 г,"8,7 г","3,9 г"
"Хлеб, с изюмом, необогащенный",274 кКал,48 г,"7,9 г","4,4 г"
"Хлеб, французский или венский (на закваске)",272 кКал,"49,68 г","10,75 г","2,42 г"
"Хлеб, французский или венский, тосты (на закваске)",319 кКал,"58,83 г",13 г,"2,14 г"
"Хлебные палочки, простые",412 кКал,"65,4 г",12 г,"9,5 г"
"Хлебные сухарики, кукурузная мука, приготовленный из сухой смеси",179 кКал,19 г,"2,9 г","8,8 г"
"Хлебные сухарики, кукурузная мука, сухая смесь",389 кКал,"62,4 г",10 г,"4,2 г"
"Хлебные сухарики, хлеб из сухой смеси",386 кКал,73 г,11 г,"3,4 г"
"Хлебные сухарики, хлеб приготовленный из сухой смеси",195 кКал,"18,04 г","2,73 г","12,05 г"
Хлебцы докторские (мука в/с и отруби пшеничные),242 кКал,"46,3 г","8,2 г","2,6 г"
Шоколадный пирог с шоколадной глазурью,389 кКал,"50,64 г","3,48 г","20,05 г"
"Шоколадный пирог, приготовленный по рецепту без глазури",371 кКал,"51,8 г","5,3 г","15,1 г"
"Шоколадный пирог, сухая смесь, пудинг",391 кКал,"77,86 г","4,6 г","8,14 г"
Яичные рогалики,278 кКал,"50,7 г","10,6 г","2,1 г"
Яичный хлеб,287 кКал,"45,5 г","9,5 г",6 г
"Яичный хлеб, тосты",315 кКал,"50,1 г","10,5 г","6,6 г"
